Artist,Birth,Death,Age,Alive?,Art Title,DoC,Currency,price,low_estimate,high_estimate,Sold,Est Accuracy,Dimentions,close date,Auction Title,relPop,relPopEarly,relPopChange,closeMonth,closeYear
pablo picasso ,1881,1973,92,0,Petit buste de femme,0,USD,25000.0,25000.0,35000.0,1,-1,(349 x 267 mm.),20,PRINTS AND MULTIPLES,,,,04,18
franco angeli ,1935,1988,53,0,Apertura a sinistra,0,USD,21000.0,15750.0,21000.0,1,1,0,10,Mapping Modern and Contemporary Art,,,,02,21
"albert joseph moore, a.r.w.s. ",1841,1893,52,0,Study for 'Kingcups',0,USD,6562.5,7500.0,10000.0,1,-1,(38.1 x 20.3 cm.),13,VICTORIAN PRE-RAPHAELITE & BRITISH IMPRESSIONIST ART,,,,12,17
lucio fontana ,1899,1968,69,0,"Concetto spaziale, Natura",1959,USD,318125.0,225000.0,312500.0,1,1,(62.5 x 28.1 x 12cm.),16,THE ITALIAN SALE,,,,10,15
howard hodgkin ,1932,2017,85,0,"Venice, Morning, from: Venetian Views",0,USD,10937.5,10000.0,15000.0,1,0,(each),28,Prints & Multiples,,,,09,21
marc chagall ,1887,1985,98,0,La tentation,0,USD,69062.5,31250.0,43750.0,1,1,(37.5 x 28.1 cm.),07,IMPRESSIONIST/MODERN WORKS ON PAPER,,,,02,13
harold frank wallace ,1881,1962,81,0,The unwelcome visitor,0,USD,9375.0,1000.0,1500.0,1,1,(48.9 x 71.1 cm.),18,"The Astor Collection from Tillypronie, Aberdeenshire",,,,12,17
ernst ludwig kirchner ,1880,1938,58,0,Zwei liegende Akte,0,USD,205625.0,125000.0,187500.0,1,1,(34.5 x 44.5 cm.),05,IMPRESSIONIST/MODERN WORKS ON PAPER,,,,02,14
ernst samuel geiger ,1876,1965,89,0,"Abend, 1913",0,USD,7344.0,8160.0,12240.0,1,-1,0,30,SWISS ART,,,,05,16
jasper johns ,1930,0,92,1,Untitled,0,USD,3250.0,2000.0,3000.0,1,1,(251 x 254 mm.),12,FIRST IMPRESSION,,,,02,15
henry moore ,1898,1986,88,0,Fledgling,1960,USD,20312.5,6250.0,8750.0,1,1,0,02,MODERN BRITISH ART DAY SALE,,,,03,21
roy lichtenstein ,1923,1997,74,0,"Imperfect 67 x 79 7/8"", from Imperfect Series",0,USD,100000.0,60000.0,80000.0,1,1,0,20,PRINTS AND MULTIPLES,,,,04,18
pablo picasso ,1881,1973,92,0,Visage no. 197 (A.R. 494),1963,USD,23437.5,6250.0,10000.0,1,1,0,22,Picasso Ceramics - Online,,,,06,18
karel appel ,1921,2006,85,0,Blue Nude,1965,USD,21000.0,12600.0,18900.0,1,1,0,27,Post-War and Contemporary Art Amsterdam,,,,05,21
rené daniëls ,1950,0,72,1,Gespletenheid Geaccepteerd (Disunity Accepted),1982,USD,190575.0,157500.0,210000.0,1,0,0,21,POST-WAR AND CONTEMPORARY ART,,,,04,16
kees verwey ,1900,1995,95,0,A colourful bouquet,1977,USD,11812.5,6300.0,8400.0,1,1,0,29,IMPRESSIONIST AND MODERN ART,,,,05,13
pablo picasso ,1881,1973,92,0,Grand vase aux femmes voilées (Alain Ramié 116; Georges Bloch 21),0,USD,316575.0,126000.0,189000.0,1,1,0,03,ART IMPRESSIONNISTE ET MODERNE,,,,12,13
maurice utrillo ,1883,1955,72,0,Eglise de Saint-Hilarion (Seine-et-Oise),0,USD,58275.0,52500.0,73500.0,1,0,0,24,ART MODERNE,,,,10,14
colin w. burns ,1944,0,78,1,"The dunes at Waxham, Norfolk",0,USD,2812.5,2500.0,3750.0,1,0,(38.1 x 53.4 cm.),23,"VICTORIAN, PRE-RAPHAELITE & BRITISH IMPRESSIONIST ART",,,,03,16
william joseph julius caesar bond ,1833,1928,95,0,Hay barge in open water,0,USD,2343.75,1875.0,2500.0,1,0,(60 x 41 cm.),19,"VICTORIAN, PRE-RAPHAELITE & BRITISH IMPRESSIONIST ART",,,,06,14
pablo picasso ,1881,1973,92,0,Profil de Jacqueline (A.R. 383),1956,USD,10000.0,5000.0,7000.0,1,1,0,17,Picasso Ceramics Online,,,,05,21
elmgreen & dragset ,1961,0,61,1,Powerless Structures Fig 171,2001,USD,14437.5,8400.0,12600.0,1,1,0,18,Post-War & Contemporary Art: Amsterdam,,,,06,20
christopher richard wynne nevinson,1889,1946,57,0,The Temples of New York,1919,USD,15625.0,6250.0,8750.0,1,1,(20 x 15 cm.),26,"MODERN BRITISH AND IRISH ART DAY SALE, LONDON",,,,06,15
werner drewes ,1899,1985,86,0,Pastorale,1941,USD,10625.0,4000.0,6000.0,1,1,(15.2 x 35.6 cm.),20,American Art Online,,,,11,18
bernard buffet ,1928,1999,71,0,Clown au chapeau noir fond rouge,1961,USD,727500.0,300000.0,500000.0,1,1,(100.4 x 81.4 cm.),16,IMPRESSIONIST AND MODERN ART DAY SALE,,,,05,17
john bock ,1965,0,57,1,Untitled (Ghost of Skipholt),2007,USD,750.0,500.0,700.0,1,1,(99.7 x 75.9 cm.),05,Christie's 100,,,,02,20
helmut newton ,1920,2004,84,0,"Classic Portfolio (Helmut Newton Photographien), 1998",0,USD,124687.5,105000.0,157500.0,1,0,(chaque),09,PHOTOGRAPHIES,,,,11,21
john ford clymer ,1907,1989,82,0,Red Dust,1977,USD,175000.0,150000.0,250000.0,1,0,(50.8 x 101.6 cm.),28,THE LEGEND OF THE WEST: ICONIC WORKS FROM THE T. BOONE PICKENS COLLECTION,,,,10,20
archibald thorburn ,1860,1935,75,0,Polygonum,0,USD,1875.0,625.0,875.0,1,1,(15.2 x 19 cm.),18,"The Astor Collection from Tillypronie, Aberdeenshire",,,,12,17
michael kirkham ,1971,0,51,1,Untitled,2008,USD,0.0,6300.0,8400.0,0,-1,0,26,20th/21st Century: Amsterdam,,,,04,22
rené magritte ,1898,1968,70,0,Le sourire du diable,0,USD,379575.0,315000.0,525000.0,1,0,(19¼ x 11¾ in.),03,ART IMPRESSIONNISTE ET MODERNE,,,,12,13
gary hume ,1962,0,60,1,Untitled (Four Doors),1991,USD,3750.0,1875.0,3125.0,1,1,(56 x 76cm.),20,POST WAR AND CONTEMPORARY ART 1990 TO NOW,,,,11,12
barry mcgee ,1966,0,56,1,Venice Wall,1998,USD,40000.0,25000.0,35000.0,1,1,(154 x 121.9 cm.),08,FIRST OPEN,,,,03,13
joan miró ,1893,1983,90,0,Personnage,0,USD,34375.0,25000.0,37500.0,1,0,(58 x 30.5 cm.),23,IMPRESSIONIST & MODERN ART WORKS ON PAPER,,,,06,16
mimi parent ,1924,2005,81,0,Au Lion d'or,0,USD,9843.75,3150.0,5250.0,1,1,(36 ¼ x 28 ¾ in.),08,"POST-WAR AND CONTEMPORARY ART PARIS, DAY SALE",,,,06,18
aristide maillol ,1861,1944,83,0,Nu agenouillé,0,USD,3412.5,2100.0,3150.0,1,1,0,18,ART MODERNE,,,,10,19
ansel adams ,1902,1977,75,0,"Monolith, The Face of Half Dome, Yosemite National Park, c. 1926",0,USD,25000.0,20000.0,25000.0,1,1,(48.8 x 35.5 cm.),30,Photographs,,,,09,20
max beckmann ,1884,1950,66,0,Bei der Toilette (Two Women Dressing),0,USD,9375.0,15000.0,20000.0,1,-1,(727 x 533 mm.),15,A GRAPHIC DIALOGUE: PRINTS FROM THE COLLECTION OF LOIS B. TORF,,,,09,21
"elizabeth rossetti, née siddal ",1829,1862,33,0,"Study of a woman and a man seated on the ground, a further male figure standing behind",0,USD,3125.0,1250.0,1875.0,1,1,(11.1 x 11.4 cm.),11,VICTORIAN PRE-RAPHAELITE & BRITISH IMPRESSIONIST ART,,,,07,18
yoshitomo nara ,1959,0,63,1,Sleepless Night Sitting,2007,USD,87500.0,30000.0,50000.0,1,1,(30 x 15 x 16 cm.),15,First Open | Online,,,,12,20
marc chagall ,1887,1985,98,0,Vue de la fenêtre sur Central Park,1958,USD,221000.0,200000.0,300000.0,1,0,(50.8 x 76.3 cm.),06,IMPRESSIONIST & MODERN WORKS ON PAPER SALE,,,,11,14
richard mortenssen ,1910,1993,83,0,Sans titre,0,USD,1050.0,420.0,630.0,1,1,0,27,The Fall/Winter Modern Art Week 2020,,,,10,20
leonor fini ,1907,1996,89,0,La Nuit vaincue,0,USD,4750.0,1200.0,1500.0,1,1,(575 x 384 mm.),02,PRINTS & MULTIPLES FEATURING THE GILBERT E. KAPLAN COLLECTION OF SURREALIST PRINTS,,,,11,16
jonas lie ,1880,1940,60,0,On the Wings of the Morning,0,USD,87500.0,60000.0,80000.0,1,1,(76.2 x 114.3 cm.),07,American Art Online,,,,08,20
"joseph edward southall, r.b.s.a., n.e.a.c. ",1861,1944,83,0,Study of a standing female observed from behind and a study of the head of a lady,0,USD,1250.0,750.0,1000.0,1,1,(38.1 x 26.7 cm.),04,THE NEIL WILSON COLLECTION: A ROMANTIC VISION,,,,09,14
francis picabia ,1879,1953,74,0,What men have on their minds,0,USD,28125.0,15000.0,22500.0,1,1,(30.7 x 22.5 cm.),05,IMPRESSIONIST/MODERN WORKS ON PAPER,,,,02,15
david hockney ,1937,0,85,1,Dale and Mo,0,USD,56250.0,31250.0,43750.0,1,1,(48.8 x 39.4 cm.),20,MODERN BRITISH ART DAY SALE,,,,06,18
ernie barnes ,1938,2009,71,0,The Red Wall,1970,USD,63000.0,50000.0,70000.0,1,0,(75.6 x 91.4 cm.),10,POST-WAR TO PRESENT,,,,03,22
fernand léger ,1881,1955,74,0,"Les deux amoureux, 1er état",1952,USD,1285937.5,1000000.0,1500000.0,1,0,(65.2 x 50.5 cm.),27,IMPRESSIONIST AND MODERN ART EVENING SALE,,,,02,18
george turner ,1843,1910,67,0,"A quiet pool, near Stanton-by-Bridge",0,USD,3125.0,1875.0,2500.0,1,1,(46 x 66 cm.),13,VICTORIAN & BRITISH IMPRESSIONIST ART,,,,03,13
andré brasilier ,1929,0,93,1,Cavalcade dans les flots,2010,USD,54687.5,50000.0,75000.0,1,0,(116 x 81.2 cm.),21,IMPRESSIONIST AND MODERN ART DAY SALE,,,,06,18
richard diebenkorn ,1922,1993,71,0,Untitled,0,USD,137500.0,80000.0,120000.0,1,1,(57.1 x 44.4 cm.),18,POST-WAR AND CONTEMPORARY ART MORNING SESSION,,,,05,18
patrick caulfield,1936,2005,69,0,Study,1992,USD,117187.5,50000.0,75000.0,1,1,(76.2 x 61 cm.),22,MODERN BRITISH ART DAY SALE,,,,01,20
richard diebenkorn ,1922,1993,71,0,Nude—Elbow on Knee,1961,USD,1152500.0,800000.0,1200000.0,1,0,(61 x 43.8 cm.),17,POST-WAR AND CONTEMPORARY ART EVENING SALE,,,,05,18
julia chiang ,1978,0,44,1,Wet and Breezy,2020,USD,32500.0,18000.0,25000.0,1,1,(76.2 x 55.9 cm.),10,POST-WAR & CONTEMPORARY ART DAY SALE,,,,07,20
"wilfred gabriel de glehn, n.e.a.c. ",1870,1951,81,0,A reclining nude with a subsidiary study of arm,0,USD,1093.75,1875.0,2500.0,1,-1,(39.4 x 52.7 cm.),12,"BRITISH ART: VICTORIAN, PRE-RAPHAELITE & BRITISH IMPRESSIONIST ART",,,,12,19
salvador dalí ,1904,1989,85,0,Coming back (Projet pour un deux pièces de plage),1965,USD,94500.0,42000.0,63000.0,1,1,0,18,ART MODERNE,,,,10,18
peter lindbergh ,1944,2019,75,0,"Cindy Crawford, Tatjana Patitz, Helena Christensen, Linda Evangelista, Claudia Schiffer, Naomi Campbell, Karen Mulder, Stephanie Seymour, American Vogue, Brooklyn, New York, 1991",0,USD,23625.0,8400.0,10500.0,1,1,(12 5/8 x 10 in.),05,PHOTOGRAPHIES,,,,11,19
paul klee ,1879,1940,61,0,Forellenbach Miniatürartig (Trout Brook Miniature-like),1916,USD,393125.0,100000.0,150000.0,1,1,(11.5 x 24 cm.),05,IMPRESSIONIST/MODERN WORKS ON PAPER,,,,02,15
marc chagall ,1887,1985,98,0,Les amoureux au bouquet,0,USD,571562.5,437500.0,687500.0,1,0,(52.3 x 39.8 cm.),07,IMPRESSIONIST/MODERN DAY SALE,,,,02,13
pablo picasso ,1881,1973,92,0,Corrida sur fond noir (A.R. 198),0,USD,6562.5,5000.0,7500.0,1,0,0,21,Picasso Ceramics Online,,,,06,19
norman rockwell ,1894,1978,84,0,Profile of a World War I Sailor,1918,USD,16250.0,15000.0,25000.0,1,0,(35.6 x 25.4 cm.),22,American Art Online,,,,05,19
sophie anderson ,1823,1903,80,0,The Thrush's Nest,0,USD,14062.5,12500.0,18750.0,1,0,(21 x 25.4 cm.),16,"VICTORIAN, PRE-RAPHAELITE & BRITISH IMPRESSIONIST ART",,,,06,15
mimmo rotella ,1918,2006,88,0,Unione A T,1990,USD,10156.25,5000.0,7500.0,1,1,(77.5 x 115.5cm.),19,on paper | online,,,,09,17
karel appel ,1921,2006,85,0,Running Boy with Bird,1971,USD,34125.0,26250.0,36750.0,1,0,0,27,POST-WAR & CONTEMPORARY ART,,,,11,18
pierre bonnard ,1867,1947,80,0,Le jardin public,0,USD,343750.0,100000.0,150000.0,1,1,(38 x 55 cm.),01,IMPRESSIONIST AND MODERN ART DAY AND WORKS ON PAPER SALE,,,,07,21
sean scully ,1945,0,77,1,Wall of Light Reef,2012,USD,693125.0,375000.0,625000.0,1,1,(160 x 160cm.),11,POST-WAR AND CONTEMPORARY ART EVENING AUCTION,,,,02,15
robert indiana ,1928,2018,90,0,American Dreams No. 5 (The Golden Five),0,USD,5512.5,5000.0,7500.0,1,0,(each),24,Prints and Multiples,,,,03,22
sam moyer ,1983,0,39,1,Untitled,2013,USD,11250.0,8000.0,12000.0,1,0,(213.4 x 157.5 cm.),15,First Open | Online,,,,12,20
a.r. penck ,1939,2017,78,0,Zen-Trum,1987,USD,195312.5,18750.0,25000.0,1,1,(114.4 x 24 x 24cm.),25,POST-WAR AND CONTEMPORARY ART DAY SALE,,,,03,21
rembrandt harmensz. van rijn ,1606,1669,63,0,"The Card Player (B., Holl. 136; H. 190)",0,USD,1875.0,1875.0,3125.0,1,-1,0,20,PRINTS & MULTIPLES INCLUDING AN IMPORTANT COLLECTION BY HENRY MOORE,,,,09,12
james smetham ,1821,1881,60,0,The Mandolin,0,USD,595937.5,125000.0,187500.0,1,1,(49.5 x 40.7 cm.),13,VICTORIAN PRE-RAPHAELITE & BRITISH IMPRESSIONIST ART,,,,12,17
rené burri ,1933,2014,81,0,"Pablo Picasso, Nîmes France, 1957",0,USD,5250.0,4200.0,6300.0,1,0,(13 7/8 x 20 ½ in.),10,PHOTOGRAPHIES,,,,11,17
pablo gargallo ,1881,1934,53,0,Espagnole à la mantille (Version I),1930,USD,426250.0,187500.0,250000.0,1,1,0,07,FROM ANCIENT TO MODERN: A DISTINGUISHED PRIVATE COLLECTION,,,,12,16
richard diebenkorn ,1922,1993,71,0,Blue With Red,0,USD,23750.0,15000.0,20000.0,1,1,(857 x 584 mm.),20,Contemporary Edition,,,,07,21
raoul de keyser ,1930,0,92,1,Untitled,1968,USD,45675.0,21000.0,31500.0,1,1,0,21,POST-WAR AND CONTEMPORARY ART,,,,04,16
georges rouault ,1871,1958,87,0,Qui ne se grime pas? (Miserere et guerre),0,USD,37500.0,22500.0,31250.0,1,1,(57 x 43.2 cm.),01,IMPRESSIONIST AND MODERN WORKS ON PAPER,,,,03,17
dante gabriel rossetti ,1828,1882,54,0,A woman combing her hair; Fanny Cornforth,0,USD,678125.0,625000.0,1000000.0,1,0,(34.3 x 31.1 cm.),13,"VICTORIAN, PRE-RAPHAELITE AND BRITISH IMPRESSIONIST ART",,,,07,16
sir william blake richmond,1842,1921,79,0,"Female head study, looking up",0,USD,7812.5,3750.0,6250.0,1,1,(40.8 x 29.8 cm.),16,"VICTORIAN, PRE-RAPHAELITE & BRITISH IMPRESSIONIST ART",,,,06,15
graciela hasper ,1966,0,56,1,Untitled,2006,USD,9375.0,6000.0,8000.0,1,1,(145.4 x 145.1 cm.),29,Latin American Art Online,,,,05,19
giovanni battista piranesi ,1720,1778,58,0,"Two Plates, from: Vedute di Roma",0,USD,3437.5,1875.0,3125.0,1,1,(H. 96),28,Old Master Prints,,,,01,21
"arago, jacques",1790,1855,65,0,,0,USD,1093.75,1000.0,1500.0,1,0,(345 x 256mm),29,TOPOGRAPHICAL PICTURES INCLUDING SELECTIONS FROM THE KELTON COLLECTION,,,,10,19
helen frankenthaler ,1928,2011,83,0,One O'Clock,1966,USD,495000.0,500000.0,700000.0,1,-1,(238.8 x 196.2 cm.),27,POST-WAR TO PRESENT,,,,09,19
pablo picasso ,1881,1973,92,0,Trois personnages sur tremplin (A.R. 374),1956,USD,5250.0,2000.0,3000.0,1,1,0,13,Picasso Ceramics Online,,,,11,19
sir eduardo paolozzi,1924,2005,81,0,Castel Lagopesole,0,USD,0.0,5000.0,7500.0,0,-1,(29.8 x 30.2 cm.),23,MODERN BRITISH AND IRISH ART DAY SALE,,,,03,22
pablo picasso ,1881,1973,92,0,Motif spiralé (A.R. 404),1957,USD,7500.0,2500.0,3500.0,1,1,0,13,Picasso Ceramics Online,,,,11,19
andré beaurepaire ,1924,2012,88,0,Projet de décors pour des tableaux japonisants,0,USD,1587.6,1050.0,1575.0,1,1,0,06,Roland Petit & Zizi Jeanmaire : Un patrimoine pour la danse,,,,04,22
christopher wool ,1955,0,67,1,Untitled,2008,USD,8262500.0,7500000.0,9500000.0,1,0,(269.2 x 243.9 cm.),17,POST-WAR AND CONTEMPORARY ART EVENING SALE,,,,05,18
giovanni battista piranesi ,1720,1778,58,0,Veduta della Piazza del Campidoglio,0,USD,1093.75,1000.0,1500.0,1,0,0,04,PRINTS & MULTIPLES,,,,12,14
daan van golden ,1936,2017,81,0,B.B.,1979,USD,5906.25,5250.0,7350.0,1,0,0,18,Post-War & Contemporary Art: Amsterdam,,,,06,20
maqbool fida husain ,1913,2011,98,0,Untitled,0,USD,18750.0,12500.0,18750.0,1,1,(51.1 x 42.5 cm.),25,SOUTH ASIAN MODERN + CONTEMPORARY ART,,,,05,17
sir eduardo paolozzi,1924,2005,81,0,Berlin,1975,USD,37500.0,18750.0,31250.0,1,1,(60 x 108.3 cm.),20,MODERN BRITISH ART DAY SALE,,,,11,18
henri lebasque ,1865,1937,72,0,"Cannes, parasol bleu et tentes",0,USD,98500.0,80000.0,120000.0,1,0,(46 x 55 cm.),08,IMPRESSIONIST AND MODERN ART DAY SALE,,,,11,12
donald judd ,1928,1994,66,0,"TWO 'NO. 45' CHAIRS, DESIGNED 1984",0,USD,21250.0,8000.0,10000.0,1,1,0,22,FIRST OPEN| HOME,,,,03,16
pablo picasso ,1881,1973,92,0,Scène de plage (A.R. 391),1956,USD,5625.0,2500.0,3500.0,1,1,0,13,Picasso Ceramics: Including Property from the Collection of Joan A. Mendell,,,,11,18
pablo picasso ,1881,1973,92,0,Chouette (A.R. 543),1968,USD,40000.0,12000.0,18000.0,1,1,0,15,Picasso Ceramics,,,,05,19
pablo picasso ,1881,1973,92,0,Visage dans un ovale (A.R. 275),0,USD,10937.5,5000.0,7500.0,1,1,0,02,Picasso Ceramics - Online,,,,03,18
edward weston ,1886,1958,72,0,"Dunes, Oceano, 1936",0,USD,118750.0,100000.0,150000.0,1,0,(19 x 24cm.),31,20/21 PHOTOGRAPHS,,,,03,15
william aiken walker ,1838,1921,83,0,The Cotton Field,0,USD,35000.0,6000.0,8000.0,1,1,(15.6 x 31.1 cm.),25,AMERICAN ART,,,,03,15
"david jagger, r.p. ",1891,1958,67,0,Model Resting,1936,USD,187500.0,75000.0,100000.0,1,1,(95.9 x 177.8 cm.),29,MODERN BRITISH ART,,,,09,20
ben nicholson ,1894,1982,88,0,1944 (still life),1944,USD,203125.0,100000.0,150000.0,1,1,(26 x 35.2 cm.),21,MODERN BRITISH AND IRISH ART DAY SALE,,,,10,21
sherrie levine ,1947,0,75,1,After Man Ray,1984,USD,20000.0,7000.0,10000.0,1,1,(35.6 x 25.4 cm.),27,FIRST OPEN,,,,09,13
anthony thieme ,1888,1954,66,0,"Rooftops, Gloucester",0,USD,16250.0,12000.0,18000.0,1,0,(77.5 x 91.4 cm.),22,American Art Online,,,,05,19
dame elisabeth frink,1930,1993,63,0,Warrior II,1964,USD,31250.0,25000.0,37500.0,1,0,0,21,MODERN BRITISH AND IRISH ART DAY SALE,,,,11,13
jean hugo ,1894,1984,90,0,A farmyard; and Cows in a meadow,0,USD,4062.5,1875.0,2500.0,1,1,"(8 x 12,8 cm.)",06,"Old Master Works on Paper: Prints and Drawings for under £5,000",,,,12,18
robert filliou ,1926,1987,61,0,La Couleur des Langues,1973,USD,9843.75,4200.0,6300.0,1,1,0,04,POST-WAR AND CONTEMPORARY ART VENTE DU JOUR,,,,12,19
william herbert dunton ,1878,1936,58,0,The Cow-puncher,1908,USD,8125.0,7000.0,10000.0,1,0,(22.9 x 15.2 cm.),21,American Art Online,,,,11,17
maurice utrillo ,1883,1955,72,0,Rue du Mont-Cenis à Montmartre,0,USD,379575.0,210000.0,315000.0,1,1,(28¾ x 39¾ in.),03,ART IMPRESSIONNISTE ET MODERNE,,,,12,13
joel shapiro ,1941,0,81,1,Untitled,1972,USD,6875.0,3000.0,5000.0,1,1,(102.9 x 66 cm.),27,THE COLLECTION OF PAUL F. WALTER,,,,09,17
chaïm soutine ,1893,1943,50,0,Glaïeuls,1919,USD,218750.0,125000.0,187500.0,1,1,(55.2 x 38.3 cm.),28,IMPRESSIONIST AND MODERN ART DAY SALE,,,,02,19
rudolf stingel ,1956,0,66,1,Untitled,2010,USD,3310937.5,3500000.0,4375000.0,1,-1,(332.7 x 258.4cm.),06,POST-WAR AND CONTEMPORARY ART EVENING AUCTION,,,,03,18
nathan oliveira ,1928,2010,82,0,Couple and Light,0,USD,23625.0,21000.0,31500.0,1,0,(60 x 50 in.),29,COLLECTION WILLEM PEPPLER,,,,10,14
edmund blair leighton ,1852,1922,70,0,A Favour,0,USD,21875.0,18750.0,31250.0,1,0,(91.5 x 50.9 cm.),12,"BRITISH ART: VICTORIAN, PRE-RAPHAELITE & BRITISH IMPRESSIONIST ART",,,,12,19
gino severini ,1883,1966,83,0,Saint Laurent de Brindes,1951,USD,2343.75,1875.0,2500.0,1,0,(35.5 x 20.5 cm.),22,IMPRESSIONIST/MODERN,,,,06,12
pablo picasso ,1881,1973,92,0,Le déjeuner sur l'herbe (A.R. 517),1964,USD,137500.0,70000.0,100000.0,1,1,(51 x 61.6 cm.),15,Picasso Ceramics,,,,11,17
dora maar ,1907,1997,90,0,"Les années vous guettent, 1936",0,USD,341775.0,105000.0,157500.0,1,1,(11 7/8 x 8 ½ in.),20,COLLECTION SHALOM SHPILMAN VENDUE AU PROFIT DU SHPILMAN INSTITUTE FOR PHOTOGRAPHY,,,,11,15
terry pope ,1941,0,81,1,Space Improvisation Drawing,0,USD,3750.0,1875.0,3125.0,1,1,(44.1 x 44.1 x 11.5 cm.),24,Modern/British Art Online,,,,11,17
arthur wardle ,1864,1949,85,0,A springer spaniel,0,USD,4375.0,2500.0,3750.0,1,1,(55.9 x 35.5 cm.),27,SPORTING & WILDLIFE ART,,,,11,13
francisco de goya y lucientes ,1746,1828,82,0,The Chinchillas (Los Chinchillas) Plate 50 from: Los Caprichos,0,USD,3750.0,3000.0,5000.0,1,0,(203 x 149 mm.),23,The Sleep of Reason: Francisco Goya’s Los Caprichos,,,,10,20
howard hodgkin ,1932,2017,85,0,"In Touch / Checking In, from: The Way We Live Now",0,USD,1250.0,1250.0,2500.0,1,-1,0,12,Feelings in Colour: The Graphic Art of Howard Hodgkin,,,,04,19
bruce nauman ,1941,0,81,1,Partial Truth,1997,USD,37500.0,20000.0,30000.0,1,1,(45.7 x 61 x 5 cm.),16,POST-WAR & CONTEMPORARY AFTERNOON SESSION,,,,05,13
hector poleo ,1918,1989,71,0,Los novios,1956,USD,137500.0,120000.0,180000.0,1,0,(149.2 x 80.6 cm.),24,LATIN AMERICAN ART,,,,05,18
louise nevelson ,1899,1988,89,0,Moon-Star Zag XII,1981,USD,149000.0,60000.0,80000.0,1,1,(109.2 x 147.3 x 22.8 cm.),22,FIRST OPEN/ NYC,,,,07,15
gunther gerzso ,1915,2000,85,0,Tihuanacu Revisited,1950,USD,0.0,25000.0,35000.0,0,-1,(35.05 x 47.75 cm.),18,Latin American Art Online,,,,02,22
edward weston ,1886,1958,72,0,"Head of an Italian Girl (Tina Modotti), 1921",0,USD,177975.0,157500.0,210000.0,1,0,(9½ x 7½ in.),13,COLLECTION KASPAR M. FLEISCHMANN VENDUE AU PROFIT DU CENTRE DE PHOTOGRAPHIE DE L'UNIVERSITÉ DE ZURICH,,,,11,14
camille pissarro ,1830,1903,73,0,Fiacres sur le Boulevard Montmartre,0,USD,485000.0,150000.0,250000.0,1,1,(18.2 x 23 cm.),15,IMPRESSIONIST AND MODERN WORKS ON PAPER INCLUDING PROPERTY FROM THE JOHN C. WHITEHEAD COLLECTION,,,,05,15
joe tilson,1928,0,94,1,Giant Steps,0,USD,26562.5,12500.0,18750.0,1,1,(220 x 270 cm.),22,MODERN BRITISH ART DAY SALE,,,,01,20
louis soutter ,1871,1942,71,0,Tableau étude,0,USD,9180.0,6120.0,8160.0,1,1,0,24,SWISS ART,,,,09,12
paul cesar helleu ,1859,1927,68,0,Portraits de Marthe Letellier et d'Ellen Helleu,0,USD,13125.0,7350.0,10500.0,1,1,(19¼ x 24¼ in.),10,RENDEZ-VOUS - INTÉRIEURS CONTEMPORAINS,,,,10,12
hans rudolf giger ,1940,2014,74,0,"Passage XXV, 1972",0,USD,122400.0,20400.0,25500.0,1,1,0,05,SWISS ART,,,,05,15
myles birket foster ,1825,1899,74,0,"A girl in a conservatory, traditionally identified as the artist's daughter",0,USD,13281.25,5000.0,7500.0,1,1,(22.9 x 17.2 cm.),13,"VICTORIAN, PRE-RAPHAELITE AND BRITISH IMPRESSIONIST ART",,,,07,16
harm kamerlingh onnes ,1893,1985,92,0,"Voorjaar; the artist's holiday cottage, Terschelling",0,USD,2100.0,1260.0,1680.0,1,1,0,04,"NINETEEN TO NOW, INCL. TOPOGRAPHICAL OBSERVATIONS",,,,09,12
ben nicholson ,1894,1982,88,0,King Charles' Statue,1931,USD,6250.0,6250.0,10000.0,1,-1,(36.8 x 29.9 cm.),20,MODERN BRITISH ART DAY SALE,,,,11,18
herbert gustave schmalz ,1857,1935,78,0,Eve in exile,0,USD,70312.5,37500.0,62500.0,1,1,(185.4 x 99.1 cm.),11,VICTORIAN PRE-RAPHAELITE & BRITISH IMPRESSIONIST ART,,,,07,18
parviz tanavoli ,1937,0,85,1,Heech,2010,USD,50000.0,40000.0,60000.0,1,0,0,22,DUBAI: POST WAR AND CONTEMPORARY ART,,,,03,18
frank stella ,1936,0,86,1,Sacramento Mall Proposal #1,1978,USD,1805000.0,1500000.0,2000000.0,1,0,(262.8 x 262.8 cm.),14,POST-WAR AND CONTEMPORARY MORNING SESSION,,,,05,14
andy warhol ,1928,1987,59,0,Brillo Soap Pads Box,1964,USD,479062.5,375000.0,625000.0,1,0,(41.3 x 43.2 x 35.7cm.),12,POST-WAR AND CONTEMPORARY ART EVENING SALE,,,,02,20
lyonel feininger ,1871,1956,85,0,"Cape ""Thistle""",0,USD,51250.0,30000.0,40000.0,1,1,(23.9 x 31.7 cm.),10,"THE COLLECTION OF PEGGY AND DAVID ROCKEFELLER: FINE ART, DAY SALE",,,,05,18
pablo picasso ,1881,1973,92,0,Visage no. 179 (A.R. 490),1963,USD,10000.0,3000.0,5000.0,1,1,0,13,Picasso Ceramics Online,,,,11,19
irving penn ,1917,2009,92,0,"Mrs. WM. Rhinelander Stewart, New York, 1948",0,USD,9187.5,7350.0,9450.0,1,0,(9 5/8 x 7 ¼ in.),05,PHOTOGRAPHIES,,,,11,19
