,Artist,Title,Location,Date,Signed,Sold,Selling Price,Estimate,Category,Auction Name,Image
1002,"Sold Without Reserve | MASTER OF THE MAGDALEN | ST. MARGARET, THE MADONNA AND CHILD, AND THE CRUCIFIXION WITH MOURNING SAINTS",,New York,2019,False,True,"312,500 USD",,Old Masters,Master Paintings,https://sothebys-md.brightspotcdn.com/dims4/default/d541654/2147483647/strip/true/crop/2000x2000+0+0/resize/2048x2048!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F15%2Fc1%2F5ca1be624830aaf038652a5b308b%2Fn10078-7-web.jpg
1003,LIEVE PIETERSZ. VERSCHUIER | SHIPS IN MOONLIGHT,,New York,2019,True,True,"75,000 USD",,Old Masters,Master Paintings,https://sothebys-md.brightspotcdn.com/dims4/default/bdcfe1f/2147483647/strip/true/crop/2000x2000+0+0/resize/2048x2048!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F51%2F15%2F09eea9424f74afc8ead8849bddfd%2Fn10078-28-web.jpg
1004,"Sold Without Reserve | MARIOTTO DI BIAGIO DI BINDO ALBERTINELLI | MADONNA AND CHILD ENTHRONED IN THE CLOUDS, SURROUNDED BY TWO ANGELS HOLDING INSTRUMENTS OF THE PASSION AND TWO CHERUBIM",,New York,2019,False,True,"200,000 USD",,Old Masters,Master Paintings,https://sothebys-md.brightspotcdn.com/dims4/default/1b4424e/2147483647/strip/true/crop/2000x2000+0+0/resize/2048x2048!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F29%2F5f%2Ff04f26324dcc94a999ac2fdf4221%2Fn10078-17-web.jpg
1005,"JACOPO DEL SELLAIO | MADONNA AND CHILD WITH AN ADORING ST. JOHN THE BAPTIST, ATTENDED BY A MALE SAINT, BEFORE A LANDSCAPE, A TONDO",,New York,2019,False,True,"375,000 USD",,Old Masters,Master Paintings,https://sothebys-md.brightspotcdn.com/dims4/default/ff01644/2147483647/strip/true/crop/2000x2000+0+0/resize/2048x2048!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Fb7%2F18%2F0391209f44f599ca53d5390d20d4%2Fn10078-43-web.jpg
1006,"LEIDEN SCHOOL, CIRCA 1530 | CHRIST AT GOLGOTHA",,New York,2019,False,False,N/A,,Old Masters,Master Paintings,https://sothebys-md.brightspotcdn.com/dims4/default/1170a75/2147483647/strip/true/crop/2000x2000+0+0/resize/2048x2048!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Ff3%2F62%2F930b240740c2be5d3b49ffe810b1%2Fn10078-22-web.jpg
1007,"JAN GRIFFIER THE ELDER | A MOUNTAINOUS RIVER LANDSCAPE WITH FIGURES AND BOATS, AS WELL AS CASTLES IN THE DISTANCE",,New York,2019,True,True,"18,750 USD",,Old Masters,Master Paintings,https://sothebys-md.brightspotcdn.com/dims4/default/341a68e/2147483647/strip/true/crop/2000x2000+0+0/resize/2048x2048!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F76%2F4c%2Faece151d409c8e5624b42b0ce82f%2Fn10078-48-web.jpg
1008,"Sold Without Reserve | BARTOLOMEO RAMENGHI, CALLED BAGNACAVALLO | MADONNA AND CHILD WITH THE INFANT SAINT JOHN THE BAPTIST",,New York,2019,False,True,"50,000 USD",,Old Masters,Master Paintings,https://sothebys-md.brightspotcdn.com/dims4/default/1187309/2147483647/strip/true/crop/2000x2000+0+0/resize/2048x2048!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F46%2Fa7%2F8624b9994616b3d1ccd211962e51%2Fn10078-13-web.jpg
1009,"Sold Without Reserve | MASTER OF THE LAZZARONI MADONNA | VIR DOLORUM BETWEEN THE VIRGIN AND SAINT JOHN THE EVANGELIST; ON EITHER SIDE, THE ANNUNCIATE ANGEL AND VIRGIN",,New York,2019,False,True,"40,000 USD",,Old Masters,Master Paintings,https://sothebys-md.brightspotcdn.com/dims4/default/e2420e3/2147483647/strip/true/crop/2000x2000+0+0/resize/2048x2048!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Fb2%2F1e%2F9e84e81f4c1a98297dc105f65312%2Fn10078-11-web.jpg
1010,THE MASTER OF THE FEMALE HALF-LENGTHS | MOUNTAINOUS LANDSCAPE WITH ELIJAH NOURISHED BY AN ANGEL AND A RAVEN,,New York,2019,False,False,N/A,,Old Masters,Master Paintings,https://sothebys-md.brightspotcdn.com/dims4/default/7f78d3e/2147483647/strip/true/crop/2000x2000+0+0/resize/2048x2048!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F6e%2F73%2F4aa37c2b4873a5b51fb93ba219f8%2Fn10078-21-web.jpg
1011,"Sold Without Reserve | GIOVANNI BATTISTA TIEPOLO | ST. FRANCIS OF PAOLA HOLDING A ROSARY, BOOK, AND STAFF",,New York,2019,False,True,"100,000 USD",,Old Masters,Master Paintings,https://sothebys-md.brightspotcdn.com/dims4/default/31999a4/2147483647/strip/true/crop/2000x2000+0+0/resize/2048x2048!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F0b%2F30%2Fd22d339c49309b5bc5c1bd02ebc7%2Fn10078-14-web.jpg
1012,"EMANUEL DE WITTE | INTERIOR OF A GOTHIC CHURCH LOOKING DOWN THE AISLE TOWARD THE CHOIR, WITH A FAMILY BEGGING FOR ALMS",,New York,2019,False,True,"32,500 USD",,Old Masters,Master Paintings,https://sothebys-md.brightspotcdn.com/dims4/default/020b109/2147483647/strip/true/crop/2000x2000+0+0/resize/2048x2048!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F12%2Fb5%2F4f7fa0264ffeb996bfbd84477de3%2Fn10078-27-web.jpg
1013,Sold Without Reserve | BERNARDINO DE' CONTI | MADONNA AND CHILD,,New York,2019,False,True,"175,000 USD",,Old Masters,Master Paintings,https://sothebys-md.brightspotcdn.com/dims4/default/b6ed6ff/2147483647/strip/true/crop/2000x2000+0+0/resize/2048x2048!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F5e%2Fa1%2F0cde6a444ecf921d7b269a66210f%2Fn10078-16-web.jpg
1014,Sold Without Reserve | GIOVANNI ANTONIO DA PESARO | CRUCIFIXION,,New York,2019,False,True,"25,000 USD",,Old Masters,Master Paintings,https://sothebys-md.brightspotcdn.com/dims4/default/3f8e0d7/2147483647/strip/true/crop/2000x2000+0+0/resize/2048x2048!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F33%2F29%2Fe597247542b3950eb7d90e448228%2Fn10078-2-web.jpg
1015,Sold Without Reserve | MASTER OF THE RICHARDSON TRIPTYCH | CHRIST AS THE MAN OF SORROWS,,New York,2019,False,True,"25,000 USD",,Old Masters,Master Paintings,https://sothebys-md.brightspotcdn.com/dims4/default/3cd88f6/2147483647/strip/true/crop/2000x2000+0+0/resize/2048x2048!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Faa%2F49%2F208680444b449fc4d61e9340c881%2Fn10078-5-web.jpg
1016,"Sold Without Reserve | BATTISTA DI NICCOLÒ DI LUTERI, CALLED BATTISTA DOSSI | THE MYSTIC MARRIAGE OF SAINT CATHERINE OF ALEXANDRIA",,New York,2019,False,True,"118,750 USD",,Old Masters,Master Paintings,https://sothebys-md.brightspotcdn.com/dims4/default/3fb341e/2147483647/strip/true/crop/2000x2000+0+0/resize/2048x2048!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Fc8%2Fe5%2Fb401f8504ac3ba244bbcbe76dde9%2Fn10078-9-web.jpg
1017,BARTHOLOMÄUS BRUYN THE ELDER | PORTRAIT OF A MAN,,New York,2019,True,True,"15,000 USD",,Old Masters,Master Paintings,https://sothebys-md.brightspotcdn.com/dims4/default/0e593c5/2147483647/strip/true/crop/2000x2000+0+0/resize/2048x2048!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F5a%2Fb6%2Fd1c5286a4f72b59aa0d260349489%2Fn10078-44-web.jpg
1018,"NORTH ITALIAN SCHOOL, CIRCA 1500-1520 | MADONNA AND CHILD",,New York,2019,False,True,"15,000 USD",,Old Masters,Master Paintings,https://sothebys-md.brightspotcdn.com/dims4/default/1496747/2147483647/strip/true/crop/2000x2000+0+0/resize/2048x2048!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F39%2F7a%2F8e6d69214959aee49b33e17c2c89%2Fn10078-37-web.jpg
1019,"Sold Without Reserve | SPINELLO DI LUCA SPINELLI, CALLED SPINELLO ARETINO | SAINT PETER AND SAINT AGNES, A PAIR",,New York,2019,False,True,"137,500 USD",,Old Masters,Master Paintings,https://sothebys-md.brightspotcdn.com/dims4/default/5c1a27b/2147483647/strip/true/crop/2000x2000+0+0/resize/2048x2048!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F31%2Fee%2Feae1e88a4e41a1acd070dc942f4d%2Fn10078-4-web.jpg
1020,SEBASTIAEN VRANCX | THE PLUNDERING OF THE VILLAGE OF WOMMELGEM,,New York,2019,False,True,"325,000 USD",,Old Masters,Master Paintings,https://sothebys-md.brightspotcdn.com/dims4/default/0c102f3/2147483647/strip/true/crop/2000x2000+0+0/resize/2048x2048!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Fc4%2F01%2F01315cc14cef814e064969c4572d%2Fn10078-33-web.jpg
1021,MICHIEL VAN MUSSCHER | Three quarter-length portrait of an artist seated at his writing table,,London,2019,True,False,N/A,,Old Masters,Old Masters,https://sothebys-md.brightspotcdn.com/dims4/default/c856d82/2147483647/strip/true/crop/1726x2000+0+0/resize/2048x2373!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F74%2F9a%2F2109ebb141f0aefcd39572cf2ebc%2F103l19030-b3vsq-cropped.jpg
1022,"NEAPOLITAN SCHOOL, 17TH CENTURY | The young Saint John the Baptist",,London,2019,False,False,N/A,,Old Masters,Old Masters,https://sothebys-md.brightspotcdn.com/dims4/default/cdc63fd/2147483647/strip/true/crop/1050x2000+0+0/resize/2048x3901!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F3c%2F1d%2F0009dfcd4d7aad210252456cede1%2F036l19030-b32r2.jpg
1023,WILLEM VAN MIERIS | Circe begging Ulysses for mercy after he has resisted her drugged cup,,London,2019,True,True,"75,000 GBP",,Old Masters,Old Masters,https://sothebys-md.brightspotcdn.com/dims4/default/021c284/2147483647/strip/true/crop/1660x2000+0+0/resize/2048x2467!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F29%2F3d%2F26b836124c6ebc83062cdb497a73%2F061l19030-b3vsn.jpg
1024,"OTTO MARSEUS VAN SCHRIECK | Still life with flowers in a glass vase, on a marble ledge, with butterflies and moths",,London,2019,True,True,"93,750 GBP",,Old Masters,Old Masters,https://sothebys-md.brightspotcdn.com/dims4/default/d89ed5a/2147483647/strip/true/crop/1616x2000+0+0/resize/2048x2535!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Fd8%2Fc2%2F24270ad64a11bc5bb0fd49a92864%2F087l19030-b3vsk.jpg
1025,SIMON JACOBSZ. DE VLIEGER | A shipwreck,,London,2019,True,False,N/A,,Old Masters,Old Masters,https://sothebys-md.brightspotcdn.com/dims4/default/71cb67e/2147483647/strip/true/crop/2000x1368+0+0/resize/2048x1401!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Fbb%2F1e%2F821d12134c688d51db5ba4406738%2F048l19030-b3vsh.jpg
1026,JAN JOSEFSZ. VAN GOYEN | View of a village with a large Gothic church,,London,2019,True,True,"50,000 GBP",,Old Masters,Old Masters,https://sothebys-md.brightspotcdn.com/dims4/default/f19aeb1/2147483647/strip/true/crop/2000x1493+0+0/resize/2048x1529!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F5f%2F0b%2F792c3fbe49bfb8b487a61b2c59fc%2F006l19030-b3vrz.jpg
1027,"CIRCLE OF ANDREA DI ALOIGI DI APOLLONIO DA ASSISI, CALLED L'INGEGNO | Madonna and Child",,London,2019,False,True,"30,000 GBP",,Old Masters,Old Masters,https://sothebys-md.brightspotcdn.com/dims4/default/5352752/2147483647/strip/true/crop/1437x2000+0+0/resize/2048x2850!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Fb4%2F0b%2Fb16e44fc4a67ba7ad3e8021ecdd2%2F170l19030-b5m2j.jpg
1028,"PIER FRANCESCO DI JACOPO FOSCHI |Portrait of a lady, possibly Vittoria Colonna ",,London,2019,False,True,"25,000 GBP",,Old Masters,Old Masters,https://sothebys-md.brightspotcdn.com/dims4/default/82df594/2147483647/strip/true/crop/1593x2000+0+0/resize/2048x2571!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Fb7%2F74%2F0f4a91d5462c97e7d67456f4bdbc%2F707l19030-b36x9.jpg
1029,"VENETO-CRETAN SCHOOL, LATE 16TH CENTURY | The Adoration of the Magi",,London,2019,False,True,"15,000 GBP",,Old Masters,Old Masters,https://sothebys-md.brightspotcdn.com/dims4/default/bcbf225/2147483647/strip/true/crop/1573x2000+0+0/resize/2048x2604!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F1a%2F33%2F9352493a4a7aa3e4b02f063b3d1a%2F037l19030-b32r3-cut-out.jpg
1030,NICOLAES PIETERSZ. BERCHEM | An Italianate mountain landscape with a peasant woman herding her cattle,,London,2019,True,True,"18,750 GBP",,Old Masters,Old Masters,https://sothebys-md.brightspotcdn.com/dims4/default/fadbcca/2147483647/strip/true/crop/2000x1690+0+0/resize/2048x1731!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Fd6%2Fc8%2F4a6a498c4270a86591a7ea261348%2F047l19030-b3vsd.jpg
1031,GORTZIUS GELDORP | The Virgin and Child with Saint Anne,,London,2019,False,False,N/A,,Old Masters,Old Masters,https://sothebys-md.brightspotcdn.com/dims4/default/0eb8662/2147483647/strip/true/crop/1857x2000+0+0/resize/2048x2206!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F53%2F6f%2Fa8983bc6458a8aa16711bcca31e0%2F107l19030-b3v29.jpg
1032,JOHANNES NATUS | A tavern scene with peasants smoking and drinking,,London,2019,True,True,"22,500 GBP",,Old Masters,Old Masters,https://sothebys-md.brightspotcdn.com/dims4/default/a22a9f6/2147483647/strip/true/crop/1863x2000+0+0/resize/2048x2199!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Fed%2F24%2F276a3acf46f1a31e916d9aeba6c8%2F090l19030-b3vs5-1.jpg
1033,BARTHOLOMEUS BREENBERGH | An Italianate landscape with ruins,,London,2019,True,True,"25,000 GBP",,Old Masters,Old Masters,https://sothebys-md.brightspotcdn.com/dims4/default/95f6b52/2147483647/strip/true/crop/2000x1042+0+0/resize/2048x1067!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F18%2F7e%2Ff7e7ccf94915aeb1e658713d7e24%2F303l19030-b3tyg.jpg
1034,"SPANISH SCHOOL, FIRST HALF OF THE 17TH CENTURY | Saint Anthony visiting Saint Paul the hermit",,London,2019,False,True,"15,000 GBP",,Old Masters,Old Masters,https://sothebys-md.brightspotcdn.com/dims4/default/63517f9/2147483647/strip/true/crop/1535x2000+0+0/resize/2048x2668!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F52%2F8a%2F65ce730f444d8c3422a20d209a22%2F066l19030-9vllc.jpg
1035,ALONZO RODRIGUEZ | The beheading of Saint John the Baptist,,London,2019,False,True,"13,750 GBP",,Old Masters,Old Masters,https://sothebys-md.brightspotcdn.com/dims4/default/2c982ea/2147483647/strip/true/crop/2000x1447+0+0/resize/2048x1482!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F93%2F9b%2Fee522fc0483c82c5409de80154a7%2F154l19030-9tpjl.jpg
1036,JAN MIENSE MOLENAER | A group of young musicians with a dancing dwarf,,London,2019,True,True,"137,500 GBP",,Old Masters,Old Masters,https://sothebys-md.brightspotcdn.com/dims4/default/f1cb6c1/2147483647/strip/true/crop/1745x2000+0+0/resize/2048x2347!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Fb4%2F92%2F4066444043a382004c3150e6a36d%2F057l19030-b3vs8.jpg
1037,"SOUTHERN GERMAN SCHOOL, LATE 15TH CENTURY | The Mocking of Christ",,London,2019,False,False,N/A,,Old Masters,Old Masters,https://sothebys-md.brightspotcdn.com/dims4/default/26d3e5e/2147483647/strip/true/crop/1197x2000+0+0/resize/2048x3422!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F8c%2F4e%2F822f0e8044d78fc7f70621be2b62%2F120l19030-b5dct.jpg
1038,HERMAN SAFTLEVEN | An extensive mountain landscape with a view over a river valley,,London,2019,True,True,"25,000 GBP",,Old Masters,Old Masters,https://sothebys-md.brightspotcdn.com/dims4/default/dc5b857/2147483647/strip/true/crop/2000x1504+0+0/resize/2048x1540!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F44%2F5b%2Fcc01f81248db81a26a14c99a8733%2F068l19030-b3vsf.jpg
1039,"NEAPOLITAN SCHOOL, 17TH CENTURY | A memento mori with skull and crossbones",,London,2019,False,False,N/A,,Old Masters,Old Masters,https://sothebys-md.brightspotcdn.com/dims4/default/ead61c3/2147483647/strip/true/crop/2000x1675+0+0/resize/2048x1715!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Ff9%2Fc5%2F58fbaeb442d980eef6580902da83%2F202l19030-b6b3v.jpg
1040,"BONIFACIO DE' PITATI CALLED BONIFAZIO VERONESE AND WORKSHOP | Holy Family with Saints James Major, Jerome and Catherine of Alexandria",,London,2019,False,True,"52,500 GBP",,Old Masters,Old Masters,https://sothebys-md.brightspotcdn.com/dims4/default/92a89f3/2147483647/strip/true/crop/2000x1409+0+0/resize/2048x1443!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F5d%2F09%2F28ac4293476583bc1fb187495dfa%2F175l19030-9dntw.jpg
1041,PIETER MULIER | Fishing boats in a storm,,London,2019,True,True,"30,000 GBP",,Old Masters,Old Masters,https://sothebys-md.brightspotcdn.com/dims4/default/e3efeb7/2147483647/strip/true/crop/2000x1333+0+0/resize/2048x1365!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F54%2F41%2F38b039174e00b43f913ffb2e0b54%2F009l19030-b3vsg.jpg
1042,"NEAPOLITAN SCHOOL, 17TH CENTURY | A memento mori with skull and crossbones",,London,2019,False,False,N/A,,Old Masters,Old Masters,https://sothebys-md.brightspotcdn.com/dims4/default/d7f1489/2147483647/strip/true/crop/2000x1720+0+0/resize/2048x1761!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F8d%2F78%2F5c8ecc344868998909c543936375%2F101l19030-b6b3w.jpg
1043,"SCHOOL OF PISTOIA, CIRCA 1350 | Saint Catherine of Alexandria",,London,2019,False,True,"32,500 GBP",,Old Masters,Old Masters,https://sothebys-md.brightspotcdn.com/dims4/default/f5b6b72/2147483647/strip/true/crop/803x2000+0+0/resize/2048x5101!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F58%2F98%2Fa12538e243dfb1b0ffe678a225e1%2F169l19030-b5m2g-cut-out.jpg
1044,GIUSEPPE RECCO | Still life with fish and molluscs,,London,2019,False,True,"19,375 GBP",,Old Masters,Old Masters,https://sothebys-md.brightspotcdn.com/dims4/default/fc0f5d9/2147483647/strip/true/crop/2000x1601+0+0/resize/2048x1639!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Fb3%2F8c%2F2036d4b84799b7e252a11dc61de9%2F110l19030-b42c5.jpg
1045,"MASTER OF THE LITTLE COLOGNE PASSION | The Crucifixion, with the Virgin, Saint John the Evangelist, Saint Augustine, a bishop, and two nuns",,London,2019,False,True,"35,000 GBP",,Old Masters,Old Masters,https://sothebys-md.brightspotcdn.com/dims4/default/e461f74/2147483647/strip/true/crop/1527x2000+0+0/resize/2048x2682!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F58%2F9a%2F7eaa3dda4afeaadc88b2f0b4da6f%2F705l19030-b36x8.jpg
1046,PAOLO DE MATTEIS | The Lamentation,,London,2019,False,False,N/A,,Old Masters,Old Masters,https://sothebys-md.brightspotcdn.com/dims4/default/238f1cd/2147483647/strip/true/crop/2000x1585+0+0/resize/2048x1623!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Ffd%2F3f%2Fae98f7c94c9696a5d727a9110759%2F112l19030-b4btw.jpg
1047,"LEANDRO DA PONTE, CALLED LEANDRO BASSANO | Annunciation to the Shepherds",,London,2019,True,False,N/A,,Old Masters,Old Masters,https://sothebys-md.brightspotcdn.com/dims4/default/4f35f6a/2147483647/strip/true/crop/1504x2000+0+0/resize/2048x2723!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Fb4%2Fd5%2Fdd48caf84d658352379df035949d%2F022l19030-9zcj3.jpg
1048,BERNARDINO CESARI | Madonna and Child with an angel,,London,2019,False,True,"3,125 GBP",,Old Masters,Old Masters,https://sothebys-md.brightspotcdn.com/dims4/default/f89c909/2147483647/strip/true/crop/1625x2000+0+0/resize/2048x2521!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Fac%2Fda%2Fb37c64884df39f4d76003ba30a32%2F177l18030-9pr2k.jpg
1049,CIRCLE OF JACOPO NEGRETTI CALLED PALMA IL VECCHIO | Saint Catherine of Alexandria,,London,2019,False,True,"6,875 GBP",,Old Masters,Old Masters,https://sothebys-md.brightspotcdn.com/dims4/default/4d59fe6/2147483647/strip/true/crop/1416x2000+0+0/resize/2048x2893!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F6d%2F3d%2F4e4e3efa4743be0fb284f5a78a4c%2F039l19030-9zn7x.jpg
1050,"SOUTH NETHERLANDISH SCHOOL, MID 16TH CENTURY | Landscape with the Flight into Egypt",,London,2019,False,False,N/A,,Old Masters,Old Masters,https://sothebys-md.brightspotcdn.com/dims4/default/a2d46ea/2147483647/strip/true/crop/2000x793+0+0/resize/2048x812!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Fa6%2Fd5%2F83f6b4694667b20c548e0bebbe22%2F065l19030-9yjg4.jpg
1051,"PIETER DE MOLIJN | Italianate mountain landscape at sunset with a draughtsman, a ruined building beyond",,London,2019,True,False,N/A,,Old Masters,Old Masters,https://sothebys-md.brightspotcdn.com/dims4/default/897d8f4/2147483647/strip/true/crop/2000x1210+0+0/resize/2048x1239!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Fab%2F0f%2Ff9608d514e8ba6f6fcc1b11edf51%2F096l19030-b3txw.jpg
1052,"SCHOOL OF THE RHÔNE, CIRCA 1480 | Saint Andrew",,London,2019,False,True,"10,000 GBP",,Old Masters,Old Masters,https://sothebys-md.brightspotcdn.com/dims4/default/d3595ce/2147483647/strip/true/crop/1244x2000+0+0/resize/2048x3293!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F63%2Fac%2F46cfabb34e59afd147af9731e8b0%2F089l19030-b33qy-reshoot.jpg
1053,ANTHONIE JANSZ. VAN DER CROOS | Landscape with view of Leiden,,London,2019,True,True,"112,500 GBP",,Old Masters,Old Masters,https://sothebys-md.brightspotcdn.com/dims4/default/9ccd972/2147483647/strip/true/crop/2000x1553+0+0/resize/2048x1590!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Fd3%2F29%2F1969bac649a09fcbd416b0156676%2F010l19030-b3vt6.jpg
1054,"GERHART VAN STEENWYCK | Still life with arms, armour and a drum",,London,2019,True,True,"40,000 GBP",,Old Masters,Old Masters,https://sothebys-md.brightspotcdn.com/dims4/default/80c82a9/2147483647/strip/true/crop/1643x2000+0+0/resize/2048x2493!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F89%2F19%2Fb0ba094244e28aa55c87d45c3b46%2F062l19030-b3vsw.jpg
1055,JAN ASSELIJN | A gentleman with a grey horse in a cavernous landscape,,London,2019,True,False,N/A,,Old Masters,Old Masters,https://sothebys-md.brightspotcdn.com/dims4/default/e8302f0/2147483647/strip/true/crop/2000x1581+0+0/resize/2048x1619!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F1f%2F29%2F64353cbb4bfab3a529022ac43917%2F099l19030-b3vsc.jpg
