,Artist,Title,Location,Date,Signed,Sold,Selling Price,Estimate,Category,Auction Name,Image
221,Giovanni Lanfranco,Noli me tangere,New York,2021,False,True,"100,800 USD","100,000 - 150,000 USD",Old Masters,"Collector, Dealer, Connoisseur: The Vision of Richard L. Feigen",https://sothebys-md.brightspotcdn.com/dims4/default/e48fe55/2147483647/strip/true/crop/1704x2000+0+0/resize/2048x2404!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F06%2F6e%2Ff543c121412c9062242e6911a7e4%2F011n10762-byf36-04.jpg
222,"Sir David Wilkie, R.A.",Nelson sealing the Copenhagen letter,New York,2021,False,True,"22,680 USD","20,000 - 30,000 USD",Old Masters,"Collector, Dealer, Connoisseur: The Vision of Richard L. Feigen",https://sothebys-md.brightspotcdn.com/dims4/default/a13e72d/2147483647/strip/true/crop/2000x1593+0+0/resize/2048x1631!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F19%2Fd5%2Fe2da6f424e46ad4b5a42fd427979%2F034n10762-bykt9-01-a.jpg
223,Richard Parkes Bonington,View of Lerici with Baron Charles Rivet sketching in the foreground,New York,2021,False,True,"2,682,000 USD","1,000,000 - 1,500,000 USD",Old Masters,"Collector, Dealer, Connoisseur: The Vision of Richard L. Feigen",https://sothebys-md.brightspotcdn.com/dims4/default/b23be3e/2147483647/strip/true/crop/2000x1557+0+0/resize/2048x1594!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F09%2Fc3%2F2c8652e946a78fe1147c832a50b1%2F009n10762-byf3j-03.jpg
224,Follower of Jan Gossaert,The Crucifixion,New York,2021,False,True,"44,100 USD","20,000 - 30,000 USD",Old Masters,"Collector, Dealer, Connoisseur: The Vision of Richard L. Feigen",https://sothebys-md.brightspotcdn.com/dims4/default/efc719a/2147483647/strip/true/crop/1308x2000+0+0/resize/2048x3131!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F88%2F49%2F63f327b84ae5922088abdc1fd9bb%2F044n10762-byf3f-02-a.jpg
225,"Thomas Gainsborough, R.A.",Portrait of Colonel The Hon. Charles Hamilton (1727-1806),New York,2021,False,True,"47,880 USD","50,000 - 70,000 USD",Old Masters,"Collector, Dealer, Connoisseur: The Vision of Richard L. Feigen",https://sothebys-md.brightspotcdn.com/dims4/default/f9880ee/2147483647/strip/true/crop/1659x2000+0+0/resize/2048x2469!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Fc2%2F9a%2F238d845e4d79bd3373646a0c5692%2F037n10762-byf4p-01-a.jpg
226,"Sir Charles Lock Eastlake, P.R.A.","Rome, a view of Saint Peter's from Monte Mario",New York,2021,False,True,"20,160 USD","8,000 - 12,000 USD",Old Masters,"Collector, Dealer, Connoisseur: The Vision of Richard L. Feigen",https://sothebys-md.brightspotcdn.com/dims4/default/58b6a6c/2147483647/strip/true/crop/2000x1611+0+0/resize/2048x1650!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F76%2F38%2F735cc99841be89a68936dffa4d77%2F029n10762-bykvk-01-a.jpg
227,"Joseph Michael Gandy, A.R.A.",The landing place to a Temple of Victory through the Gate of Minerva,New York,2021,False,True,"63,000 USD","40,000 - 60,000 USD",Old Masters,"Collector, Dealer, Connoisseur: The Vision of Richard L. Feigen",https://sothebys-md.brightspotcdn.com/dims4/default/06a19ad/2147483647/strip/true/crop/2000x1603+0+0/resize/2048x1641!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Fc2%2Fdc%2F06fbb3264d6b9b210724f365d1e5%2F039n10762-byf3y-04.jpg
228,John Russell,"Portrait of a young man, half-length, said to be Peter Speirs",New York,2021,True,True,"16,380 USD","8,000 - 12,000 USD",Old Masters,"Collector, Dealer, Connoisseur: The Vision of Richard L. Feigen",https://sothebys-md.brightspotcdn.com/dims4/default/c2ccd15/2147483647/strip/true/crop/1682x2000+0+0/resize/2048x2435!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F04%2F6f%2Fb28c30a644d4bea1f3528098c454%2F028n10762-byltr-01-a.jpg
229,"Tommaso d'Antonio Manzuoli, called Maso da San Friano",The Resurrection of Christ,New York,2021,False,False,N/A,"100,000 - 150,000 USD",Old Masters,"Collector, Dealer, Connoisseur: The Vision of Richard L. Feigen",https://sothebys-md.brightspotcdn.com/dims4/default/1330e3b/2147483647/strip/true/crop/964x2000+0+0/resize/2048x4249!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F91%2F5c%2F3132d46e43e9bda0cb8be1fde8e7%2F054n10762-byf39-02-a.jpg
230,Arcangelo di Cola da Camerino,Martyrdom of St. Catherine,New York,2021,False,True,"75,600 USD","80,000 - 120,000 USD",Old Masters,"Collector, Dealer, Connoisseur: The Vision of Richard L. Feigen",https://sothebys-md.brightspotcdn.com/dims4/default/ab7ef94/2147483647/strip/true/crop/2000x1997+0+0/resize/2048x2045!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F17%2F5b%2Fd4010c554e648f0da896caa02c51%2F055n10762-bylt3-02.jpg
231,"Attributed to Domenico Zampieri, called Domenichino",Landscape with a Hermit,New York,2021,False,False,N/A,"20,000 - 30,000 USD",Old Masters,"Collector, Dealer, Connoisseur: The Vision of Richard L. Feigen",https://sothebys-md.brightspotcdn.com/dims4/default/ba20f2d/2147483647/strip/true/crop/2000x1522+0+0/resize/2048x1559!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Fb1%2Fd4%2F3d76c9e24bf3aeeb93f0fb73d747%2F030n10762-byf3c-01-a.jpg
232,"Sir David Wilkie, R.A.","Sketch for ""A Whisky Still at Lochgilphead""",New York,2021,True,True,"27,720 USD","20,000 - 30,000 USD",Old Masters,"Collector, Dealer, Connoisseur: The Vision of Richard L. Feigen",https://sothebys-md.brightspotcdn.com/dims4/default/d28ca3e/2147483647/strip/true/crop/2000x1385+0+0/resize/2048x1418!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Fc5%2F66%2Fb028e33140388af964830da6a6d3%2F032n10762-byf4c-01-a.jpg
233,Cenni di Francesco di Ser Cenni,"A male saint, possibly Saint Anthony Abbot",New York,2021,False,True,"81,900 USD","40,000 - 60,000 USD",Old Masters,"Collector, Dealer, Connoisseur: The Vision of Richard L. Feigen",https://sothebys-md.brightspotcdn.com/dims4/default/a984b4f/2147483647/strip/true/crop/2000x2083+0+0/resize/2048x2133!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F30%2F0c%2F80bfabed4187bc7a20667c95a53d%2F053n10762-bylt9-02.jpg
234,"Domenico Zampieri, called Domenichino",Tobias and the Angel,New York,2021,False,True,"100,800 USD","30,000 - 50,000 USD",Old Masters,"Collector, Dealer, Connoisseur: The Vision of Richard L. Feigen",https://sothebys-md.brightspotcdn.com/dims4/default/ded3206/2147483647/strip/true/crop/2000x1275+0+0/resize/2048x1306!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F17%2F4c%2Fc28e04924ec5976b19fb8398a043%2F008n10762-byf3d-03.jpg
235,Thomas Gainsborough R.A.,"Landscape with trees and a field, a church tower in the distance",New York,2021,False,True,"47,880 USD","30,000 - 40,000 USD",Old Masters,"Collector, Dealer, Connoisseur: The Vision of Richard L. Feigen",https://sothebys-md.brightspotcdn.com/dims4/default/ded95ee/2147483647/strip/true/crop/1627x2000+0+0/resize/2048x2518!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F14%2Fa0%2Feb173458442eb63fda0661b40e7e%2F005n10762-bykt6-04.jpg
236,"Studio of Sir Henry Raeburn, R.A., P.R.S.A.","Portrait of Sir John Hay (1755-1830), 5th Baronet of Haystoun and Smithfield, bust- length",New York,2021,False,True,"11,970 USD","4,000 - 6,000 USD",Old Masters,"Collector, Dealer, Connoisseur: The Vision of Richard L. Feigen",https://sothebys-md.brightspotcdn.com/dims4/default/2207c4b/2147483647/strip/true/crop/1658x2000+0+0/resize/2048x2470!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F33%2Fa6%2Faaf6a8b246e5a0e41ed482bc3dbe%2F003n10762-bylts-03.jpg
237,George Romney,"Portrait of a Gentleman, seated, probably William Suddel of Lancaster",New York,2021,False,True,"94,500 USD","30,000 - 50,000 USD",Old Masters,"Collector, Dealer, Connoisseur: The Vision of Richard L. Feigen",https://sothebys-md.brightspotcdn.com/dims4/default/faaf0cf/2147483647/strip/true/crop/1607x2000+0+0/resize/2048x2549!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Fb3%2Fbd%2Fbb2bd1c44b0eb26a6ec4e3b2cf75%2F038n10762-byf44-04.jpg
238,Niccolò di Pietro Gerini,The Martyrdom of Saint Lawrence,New York,2021,False,False,N/A,"100,000 - 150,000 USD",Old Masters,"Collector, Dealer, Connoisseur: The Vision of Richard L. Feigen",https://sothebys-md.brightspotcdn.com/dims4/default/b0e18f8/2147483647/strip/true/crop/2000x1399+0+0/resize/2048x1433!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Ff7%2F2a%2F77ff376541d094600f9744d03046%2F047n10762-bz7gz-02-a.jpg
239,Richard Parkes Bonington,Landscape with sunset and figures before a pond,New York,2021,False,False,N/A,"300,000 - 500,000 USD",Old Masters,"Collector, Dealer, Connoisseur: The Vision of Richard L. Feigen",https://sothebys-md.brightspotcdn.com/dims4/default/8d8a51c/2147483647/strip/true/crop/2000x1481+0+0/resize/2048x1517!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F37%2Fb6%2F7a26ef2f4c84ac34cb0d084f88ea%2F016n10762-byf3m-04.jpg
240,"Richard Wilson, R.A.","An Italian river scene, with the Temple of Clitumnus and ruins, two figures and cows",New York,2021,False,True,"52,920 USD","40,000 - 60,000 USD",Old Masters,"Collector, Dealer, Connoisseur: The Vision of Richard L. Feigen",https://sothebys-md.brightspotcdn.com/dims4/default/82c3491/2147483647/strip/true/crop/2000x1313+0+0/resize/2048x1345!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F0c%2F4e%2F18314a5e4c75a574dc8cf30c6224%2F027n10762-byf4f-01-a.jpg
241,Richard Parkes Bonington,Study of a sixteenth-century half suit of armor,New York,2021,True,True,"32,760 USD","30,000 - 50,000 USD",Old Masters,"Collector, Dealer, Connoisseur: The Vision of Richard L. Feigen",https://sothebys-md.brightspotcdn.com/dims4/default/16f4e54/2147483647/strip/true/crop/1668x2000+0+0/resize/2048x2456!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F60%2Fbd%2F16bca0ec4200883325b283d99a07%2F013n10762-byf4q-04.jpg
242,Lorenzo Monaco,The Prophet Jeremiah,New York,2021,False,False,N/A,"600,000 - 800,000 USD",Old Masters,"Collector, Dealer, Connoisseur: The Vision of Richard L. Feigen",https://sothebys-md.brightspotcdn.com/dims4/default/fe21821/2147483647/strip/true/crop/1194x2000+0+0/resize/2048x3430!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F27%2Fc1%2F6ad002834703942cc84640849362%2F048n10762-bylt4-04.jpg
243,"Thomas Stothard, R.A.",Cimon and Iphigenia,New York,2021,False,True,"5,040 USD","6,000 - 8,000 USD",Old Masters,"Collector, Dealer, Connoisseur: The Vision of Richard L. Feigen",https://sothebys-md.brightspotcdn.com/dims4/default/b00d2cd/2147483647/strip/true/crop/1579x2000+0+0/resize/2048x2594!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F6d%2F80%2F6d3d11ef4b6b8b6d49f92424924e%2F040n10762-byltp-04.jpg
244,Allegretto Nuzi,The Martyrdom of Saint Blaise,New York,2021,False,False,N/A,"150,000 - 200,000 USD",Old Masters,"Collector, Dealer, Connoisseur: The Vision of Richard L. Feigen",https://sothebys-md.brightspotcdn.com/dims4/default/1ba56cc/2147483647/strip/true/crop/2000x1540+0+0/resize/2048x1577!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F03%2F02%2F8a8b786d43279e11993fd4853934%2F051n10762-bylt6-02.jpg
245,Annibale Carracci,The Return from the Flight into Egypt,New York,2021,False,True,"485,100 USD","400,000 - 600,000 USD",Old Masters,"Collector, Dealer, Connoisseur: The Vision of Richard L. Feigen",https://sothebys-md.brightspotcdn.com/dims4/default/92777cd/2147483647/strip/true/crop/2000x1490+0+0/resize/2048x1526!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Fc2%2F7b%2F8ff0957f41b8a3221ca6a6512a16%2F019n10762-byf3q-01-a.jpg
246,"Flemish School, circa 1530-1540",Portrait of Empress Isabella of Portugal (1503-1539),New York,2021,False,True,"189,000 USD","150,000 - 200,000 USD",Old Masters,"Collector, Dealer, Connoisseur: The Vision of Richard L. Feigen",https://sothebys-md.brightspotcdn.com/dims4/default/0e6d893/2147483647/strip/true/crop/1413x2000+0+0/resize/2048x2899!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F70%2F64%2F0a4a88d74f68be5b9d0aaf3ae76c%2F057n10762-byf3r-02-a.jpg
247,Bartolomeo Schedoni,The Holy Family with Saint John the Baptist,New York,2021,False,True,"75,600 USD","60,000 - 80,000 USD",Old Masters,"Collector, Dealer, Connoisseur: The Vision of Richard L. Feigen",https://sothebys-md.brightspotcdn.com/dims4/default/230a3f7/2147483647/strip/true/crop/1682x2000+0+0/resize/2048x2435!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F68%2F7a%2F94bc50654c92a4676e763c3418ad%2F049n10762-byf3b-02.jpg
248,Studio of Gerard Seghers,The Penitent Saint Peter,New York,2021,False,True,"44,100 USD","7,000 - 10,000 USD",Old Masters,"Collector, Dealer, Connoisseur: The Vision of Richard L. Feigen",https://sothebys-md.brightspotcdn.com/dims4/default/3a08384/2147483647/strip/true/crop/1500x2000+0+0/resize/2048x2731!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F42%2F50%2Fcc28e6034e8a93482aab58235581%2F033n10762-byf46-01-a.jpg
249,Moses Matheusz. van Uyttenbroeck,Young man and woman in a cave,New York,2021,True,True,"7,560 USD","8,000 - 12,000 USD",Old Masters,"Collector, Dealer, Connoisseur: The Vision of Richard L. Feigen",https://sothebys-md.brightspotcdn.com/dims4/default/84f90bf/2147483647/strip/true/crop/1709x2000+0+0/resize/2048x2397!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F6f%2F57%2Fda77163d4464835c72045effc558%2F031n10762-byf48-01-a.jpg
250,"Richard Wilson, R.A.",The Destruction of Niobe's Children,New York,2021,False,True,"50,400 USD","20,000 - 30,000 USD",Old Masters,"Collector, Dealer, Connoisseur: The Vision of Richard L. Feigen",https://sothebys-md.brightspotcdn.com/dims4/default/8e210c9/2147483647/strip/true/crop/2000x1503+0+0/resize/2048x1539!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F5b%2Fe7%2F4d8c8a0341c58420e5db4d14d4d5%2F070n10762-byf4g-04.jpg
251,The Master of 1518,The Holy Family with Saints Catherine and Ursula | 《聖家與聖凱薩琳及烏蘇拉》,London,2021,False,True,"289,800 GBP","150,000 - 200,000 GBP",Old Masters,Old Masters Evening Sale,https://sothebys-md.brightspotcdn.com/dims4/default/e210738/2147483647/strip/true/crop/1359x2000+0+0/resize/2048x3014!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Fd5%2Fea%2F13e47c164b959638843987f26608%2Fl21033-97k6k-01-cropped.jpg
252,Sir Anthony van Dyck,"Family portrait of the painter Cornelis de Vos and his wife Suzanna Cock and their two eldest children, Magdalena and Jan-Baptist | 《畫家科尼利厄斯・德・沃斯、其妻蘇珊娜・考克與長子女馬格達萊納和揚・巴普蒂斯的全家福》",London,2021,False,True,"2,435,000 GBP","1,000,000 - 1,500,000 GBP",Old Masters,Old Masters Evening Sale,https://sothebys-md.brightspotcdn.com/dims4/default/f949857/2147483647/strip/true/crop/2000x2008+0+0/resize/2048x2056!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F17%2Fdb%2Fa78afe0c4bdca0dbdacfa6bbbb48%2Fl21033-bxrdq-01.jpg
253,Domenico Beccafumi,The Virgin and Child with Saints Lawrence and Catherine of Alexandria | 《聖母與聖嬰、聖勞倫斯及亞歷山大的凱薩琳》,London,2021,False,True,"277,200 GBP","200,000 - 300,000 GBP",Old Masters,Old Masters Evening Sale,https://sothebys-md.brightspotcdn.com/dims4/default/2bc9cb8/2147483647/strip/true/crop/1527x2000+0+0/resize/2048x2682!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F8e%2F68%2Fa8f6be9f4da69eb67382ab07acdf%2Fl21033-bvbyl-02-new-frame-01.jpg
254,Follower of Rogier van der Weyden,The Virgin and Child | 《聖母與聖嬰》,London,2021,False,False,N/A,"200,000 - 300,000 GBP",Old Masters,Old Masters Evening Sale,https://sothebys-md.brightspotcdn.com/dims4/default/d939eab/2147483647/strip/true/crop/1498x2000+0+0/resize/2048x2734!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Ffa%2F7c%2Fd2fc028b4a1aa702ef20c316ac87%2Fl21033-97k54-01-a-cropped.jpg
255,Balthasar van der Ast,"Flowers in a vase on a stone ledge, with redcurrants and shells | 《靜物：石架上的瓶花、紅加侖子與貝殼》",London,2021,True,False,N/A,"600,000 - 800,000 GBP",Old Masters,Old Masters Evening Sale,https://sothebys-md.brightspotcdn.com/dims4/default/272dac8/2147483647/strip/true/crop/1487x2000+0+0/resize/2048x2755!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F83%2Fbb%2F7a93f5f8483ba753fd7e0f444842%2Fl21033-7b35n-01.jpg
256,Balthasar van der Ast,Flowers in a vase on a stone ledge with a sea shell and a grasshopper | 《靜物：石架上的瓶花、一個貝殼和一隻草蜢》,London,2021,True,False,N/A,"150,000 - 250,000 GBP",Old Masters,Old Masters Evening Sale,https://sothebys-md.brightspotcdn.com/dims4/default/b6406ae/2147483647/strip/true/crop/1353x2000+0+0/resize/2048x3027!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Fdd%2Fb4%2Ff0aa8d3645379c47d7dab8ae718e%2Fl21033-7b2pg-01-a.jpg
257,Jan Griffier the Elder,"A winter landscape with figures ice skating, a village and castle beyond | 《滑雪遊人冬日景緻，遠眺城堡與村莊》",London,2021,True,True,"252,000 GBP","100,000 - 150,000 GBP",Old Masters,Old Masters Evening Sale,https://sothebys-md.brightspotcdn.com/dims4/default/174a0ab/2147483647/strip/true/crop/2000x1744+0+0/resize/2048x1786!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Fbf%2Fbe%2F78d782d44a4899bc98e99aa71ce2%2Fl21033-7b35r-01-a-post-restoration.jpg
258,Paul Bril,The Temptation of Saint Anthony | 《聖安東尼的試探》,London,2021,False,False,N/A,"200,000 - 300,000 GBP",Old Masters,Old Masters Evening Sale,https://sothebys-md.brightspotcdn.com/dims4/default/ce2e484/2147483647/strip/true/crop/2000x1579+0+0/resize/2048x1617!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F49%2Fbe%2F1afa2ebb4af2b2c4ba0f8e8a5d38%2Fl21033-7b2pp-01-a.jpg
259,Willem van de Velde the Elder,"A coastal scene with a three-master, a kaag on a broad reach and other small vessels, a penschilderij | 《三桅船、後舷風行駛的帆船及小型輪船海岸風景鋼筆畫》",London,2021,True,True,"595,800 GBP","400,000 - 600,000 GBP",Old Masters,Old Masters Evening Sale,https://sothebys-md.brightspotcdn.com/dims4/default/6f6abf0/2147483647/strip/true/crop/2000x1500+0+0/resize/2048x1536!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F10%2Fba%2Fb955344840b7ba7a04c2825c1293%2Fl21033-bwcn7-01.jpg
260,François Boucher,Les villageois à la pêche | 《垂釣的村民》,London,2021,True,True,"315,000 GBP","250,000 - 350,000 GBP",Old Masters,Old Masters Evening Sale,https://sothebys-md.brightspotcdn.com/dims4/default/2a7329a/2147483647/strip/true/crop/1587x2000+0+0/resize/2048x2581!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F8b%2Fba%2F0138d98548459dcc646d0859609d%2Fl21033-bxpgt-01-post-restoration.jpg
261,Willem Claesz. Heda,"A vanitas still life with a broken roemer, an upturned tazza and a peeled lemon, all on a ledge | 《虛空派靜物畫：石架上的破酒杯、倒轉的扁花瓶與去皮檸檬》",London,2021,True,False,N/A,"200,000 - 300,000 GBP",Old Masters,Old Masters Evening Sale,https://sothebys-md.brightspotcdn.com/dims4/default/8975674/2147483647/strip/true/crop/2000x1562+0+0/resize/2048x1599!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F4c%2F77%2Fa66daf68427ab7e27251b7edabb5%2Fl21033-7b2qp-01-reshoot.jpg
262,John Wootton,The Chase: Hunting in Leicestershire | 《追捕：萊斯特郡的狩獵》,London,2021,True,False,N/A,"150,000 - 200,000 GBP",Old Masters,Old Masters Evening Sale,https://sothebys-md.brightspotcdn.com/dims4/default/aa63290/2147483647/strip/true/crop/2000x1658+0+0/resize/2048x1698!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F57%2Fc7%2F96030ac44751bd64769354d1022c%2Fl21033-9zb56-01.jpg
263,Pieter Stevens,A wooded river landscape | 《林木繁茂的河景》,London,2021,False,False,N/A,"50,000 - 70,000 GBP",Old Masters,Old Masters Evening Sale,https://sothebys-md.brightspotcdn.com/dims4/default/405f2b7/2147483647/strip/true/crop/2000x1447+0+0/resize/2048x1482!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F3f%2F85%2F85b6aed548e682caf1183acb20cc%2Fl21033-7b37m-01-a.jpg
264,Jan Davidsz. de Heem,"Still life of fruit, including lemons, grapes, pears and cherries, together with a hazelnut, all arranged on a table largely draped with a blue cloth | 《靜物：桌子上的檸檬、葡萄、紅梨、櫻桃及一顆榛子，藍色布覆蓋大半桌面》",London,2021,True,True,"289,800 GBP","200,000 - 300,000 GBP",Old Masters,Old Masters Evening Sale,https://sothebys-md.brightspotcdn.com/dims4/default/c04cc85/2147483647/strip/true/crop/2000x1607+0+0/resize/2048x1646!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F10%2F90%2Fb224061e4709b02eae09cef456f6%2F1070l21033-by4wr-01.jpg
265,"Baldassare Franceschini, called Il Volterrano","‘La Pescatrice’ (The Fisherwoman), or An Allegory of Fraud | 《女漁夫》或《欺詐的寓言》",London,2021,False,True,"302,400 GBP","80,000 - 120,000 GBP",Old Masters,Old Masters Evening Sale,https://sothebys-md.brightspotcdn.com/dims4/default/e8180ce/2147483647/strip/true/crop/1572x2000+0+0/resize/2048x2606!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F1e%2F06%2F2e9363ee440fb6827457bbde022f%2Fl21033-bwhch-01.jpg
266,Follower of Joachim Patinir,Saint Jerome in the wilderness | 《荒野上的聖杰羅姆》,London,2021,False,False,N/A,"100,000 - 150,000 GBP",Old Masters,Old Masters Evening Sale,https://sothebys-md.brightspotcdn.com/dims4/default/15941c0/2147483647/strip/true/crop/2000x1241+0+0/resize/2048x1271!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Fdb%2Fe3%2F8fe5d89b4c729db2784092f0a6c1%2Fl21033-97k7y-01.jpg
267,Pseudo Jan Wellens de Cock,Saint Christopher carrying the Christ Child in an extensive river landscape | 《聖克里斯多福揹著聖嬰橫渡大河》,London,2021,False,True,"214,200 GBP","100,000 - 150,000 GBP",Old Masters,Old Masters Evening Sale,https://sothebys-md.brightspotcdn.com/dims4/default/2b871cf/2147483647/strip/true/crop/2000x1394+0+0/resize/2048x1427!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F80%2Fdd%2F590bcdff462a8a4297dd28a603c0%2Fl21033-97k46-01-a.jpg
268,Attributed to Quinten Massys,A jester: a grotesque head of a fool brandishing a wooden spoon | 《小丑：揮舞木匙的趣怪愚人頭像》,London,2021,False,True,"523,200 GBP","40,000 - 60,000 GBP",Old Masters,Old Masters Evening Sale,https://sothebys-md.brightspotcdn.com/dims4/default/39cf11a/2147483647/strip/true/crop/1563x2000+0+0/resize/2048x2621!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F40%2F0f%2Ff75e60c848209e5a456e89e4570b%2Fl21033-b78zh.jpg
269,The Master of the Magdalene Legend,A triptych: The Virgin and Child enthroned in a landscape contiguous with the wings (central panel); Saint Philip (left wing); St Helen and a Donatrix in the habit of a Benedictine nun (right wing) | 《三聯作：聖母與聖嬰加冕，後方風景延綿至左右兩翼（中央畫板）；聖菲利普（左翼）；聖海倫與穿本篤會修女服的女布施者（右翼）》,London,2021,False,False,N/A,"150,000 - 200,000 GBP",Old Masters,Old Masters Evening Sale,https://sothebys-md.brightspotcdn.com/dims4/default/fd2913d/2147483647/strip/true/crop/2000x1713+0+0/resize/2048x1754!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F2d%2F17%2Fa9371d9c43b189a65f556edfd64b%2Fl21033-bmmdd-02.jpg
270,Hendrick Cornelisz. Vroom,"The fishing fleet coming ashore at Scheveningen, their unloaded catch displayed for sale, and a whaler and a man o' war in the offing | 《在席凡寧根泊岸的漁船，漁夫卸載漁獲，海面上的捕鯨船和戰艦》",London,2021,True,False,N/A,"100,000 - 150,000 GBP",Old Masters,Old Masters Evening Sale,https://sothebys-md.brightspotcdn.com/dims4/default/00b0403/2147483647/strip/true/crop/2000x1196+0+0/resize/2048x1225!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F66%2F14%2Ff61827d04d8385c3d8991e6d61cc%2Fl21033-bxh3p-01.jpg
